Timestamp,Ticker,Sentiment,Score
2026-05-09 08:15:04.663141,AAPL,,0.303
2026-05-09 08:15:04.663627,TSLA,,0.295
2026-05-09 08:15:04.664008,GOOGL,,0.034
2026-05-09 08:15:04.664657,AMZN,,0.159
2026-05-09 08:15:04.665731,MSFT,,0.168
2026-05-09 08:15:18.155347,AAPL,,0.303
2026-05-09 08:15:18.155760,TSLA,,0.295
2026-05-09 08:15:18.156127,GOOGL,,0.034
2026-05-09 08:15:18.156880,AMZN,,0.159
2026-05-09 08:15:18.157798,MSFT,,0.168
2026-05-09 08:17:06.027787,AAPL,,0.303
2026-05-09 08:17:06.028816,TSLA,,0.295
2026-05-09 08:17:06.029637,GOOGL,,0.034
2026-05-09 08:17:06.030515,AMZN,,0.159
2026-05-09 08:17:06.031411,MSFT,,0.168
2026-05-09 08:18:05.344873,AAPL,,0.428
2026-05-09 08:18:06.491289,TSLA,,0.203
2026-05-09 08:18:07.782478,GOOGL,,0.245
2026-05-09 08:18:09.077783,AMZN,,0.02
2026-05-09 08:18:10.344604,MSFT,,0.139
2026-05-09 08:24:42.000717,AAPL,,0.43
2026-05-09 08:24:43.183414,TSLA,,0.13
2026-05-09 08:24:44.397227,GOOGL,,0.25
2026-05-09 08:24:45.875920,AMZN,,0.02
2026-05-09 08:24:47.218760,MSFT,,0.14
2026-05-09 08:27:54.330705,AAPL,,0.43
2026-05-09 08:27:55.589445,TSLA,,0.2
2026-05-09 08:27:56.860819,GOOGL,,0.25
2026-05-09 08:27:58.033555,AMZN,,0.02
2026-05-09 08:27:59.258413,MSFT,,0.14
2026-05-09 08:30:31.446540,AAPL,,0.43
2026-05-09 08:30:32.489600,TSLA,,0.2
2026-05-09 08:30:33.651394,AMZN,,0.02
2026-05-09 08:30:34.850975,MSFT,,0.14
2026-05-09 08:30:36.020313,GOOGL,,0.25
2026-05-09 08:30:37.365716,NFLX,,0.04
2026-05-09 08:30:38.686274,META,,0.1
2026-05-09 08:30:40.299584,NVDA,,-0.03
2026-05-09 08:31:16.795869,AAPL,,0.43
2026-05-09 08:31:16.802828,TSLA,,0.2
2026-05-09 08:31:16.811887,AMZN,,0.02
2026-05-09 08:31:16.818567,MSFT,,0.14
2026-05-09 08:31:16.827179,GOOGL,,0.25
2026-05-09 08:31:16.836564,NFLX,,0.04
2026-05-09 08:31:16.845472,META,,0.1
2026-05-09 08:31:16.853413,NVDA,,-0.03
2026-05-09 08:35:54.110945,AAPL,,0.428
2026-05-09 08:35:55.252332,TSLA,,0.127
2026-05-09 08:35:56.452924,AMZN,,0.02
2026-05-09 08:35:57.721323,MSFT,,0.139
2026-05-09 08:35:59.068025,GOOGL,,0.245
2026-05-09 08:36:00.244556,NFLX,,0.041
2026-05-09 08:36:01.483057,META,,0.104
2026-05-09 08:36:02.690606,NVDA,,-0.026
2026-05-09 08:37:12.955038,AAPL,,0.428
2026-05-09 08:37:12.955505,TSLA,,0.127
2026-05-09 08:37:12.956119,AMZN,,0.02
2026-05-09 08:37:12.956732,MSFT,,0.139
2026-05-09 08:37:12.957193,GOOGL,,0.245
2026-05-09 08:37:12.957728,NFLX,,0.041
2026-05-09 08:37:12.958225,META,,0.104
2026-05-09 08:37:12.958697,NVDA,,-0.026
2026-05-09 08:37:59.681966,AAPL,,0.428
2026-05-09 08:37:59.682192,TSLA,,0.127
2026-05-09 08:37:59.682727,AMZN,,0.02
2026-05-09 08:37:59.683435,MSFT,,0.139
2026-05-09 08:37:59.683885,GOOGL,,0.245
2026-05-09 08:37:59.684435,NFLX,,0.041
2026-05-09 08:37:59.684957,META,,0.104
2026-05-09 08:37:59.685511,NVDA,,-0.026
2026-05-09 09:17:38.171272,AAPL,,0.428
2026-05-09 09:17:39.659471,TSLA,,0.127
2026-05-09 09:17:41.394962,AMZN,,0.02
2026-05-09 09:17:43.258303,MSFT,,0.097
2026-05-09 09:17:44.860244,GOOGL,,0.245
2026-05-09 09:17:46.459530,NFLX,,0.041
2026-05-09 09:17:48.126138,META,,0.104
2026-05-09 09:17:49.986605,NVDA,,-0.026
2026-05-09 09:18:17.300669,AAPL,,0.428
2026-05-09 09:18:17.323718,TSLA,,0.127
2026-05-09 09:18:17.340543,AMZN,,0.02
2026-05-09 09:18:17.356693,MSFT,,0.097
2026-05-09 09:18:17.369867,GOOGL,,0.245
2026-05-09 09:18:17.382608,NFLX,,0.041
2026-05-09 09:18:17.395301,META,,0.104
2026-05-09 09:18:17.407244,NVDA,,-0.026
2026-05-09 09:18:18.849784,AAPL,,0.428
2026-05-09 09:18:18.871622,TSLA,,0.127
2026-05-09 09:18:18.889030,AMZN,,0.02
2026-05-09 09:18:18.902278,MSFT,,0.097
2026-05-09 09:18:18.914307,GOOGL,,0.245
2026-05-09 09:18:18.926107,NFLX,,0.041
2026-05-09 09:18:18.938812,META,,0.104
2026-05-09 09:18:18.951322,NVDA,,-0.026
2026-05-09 09:18:19.276706,AAPL,,0.428
2026-05-09 09:18:19.297085,TSLA,,0.127
2026-05-09 09:18:19.316902,AMZN,,0.02
2026-05-09 09:18:19.334911,MSFT,,0.097
2026-05-09 09:18:19.350246,GOOGL,,0.245
2026-05-09 09:18:19.364288,NFLX,,0.041
2026-05-09 09:18:19.378495,META,,0.104
2026-05-09 09:18:19.392372,NVDA,,-0.026
2026-05-09 09:18:47.603838,AAPL,,0.428
2026-05-09 09:18:47.623329,TSLA,,0.127
2026-05-09 09:18:47.641724,AMZN,,0.02
2026-05-09 09:18:47.657002,MSFT,,0.097
2026-05-09 09:18:47.669705,GOOGL,,0.245
2026-05-09 09:18:47.681017,NFLX,,0.041
2026-05-09 09:18:47.691529,META,,0.104
2026-05-09 09:18:47.704196,NVDA,,-0.026
2026-05-09 09:20:14.109131,AAPL,,0.428
2026-05-09 09:20:14.126686,TSLA,,0.127
2026-05-09 09:20:14.144585,AMZN,,0.02
2026-05-09 09:20:14.161038,MSFT,,0.097
2026-05-09 09:20:14.176473,GOOGL,,0.245
2026-05-09 09:20:14.191060,NFLX,,0.041
2026-05-09 09:20:14.207740,META,,0.104
2026-05-09 09:20:14.221972,NVDA,,-0.026
2026-05-09 09:23:15.168850,AAPL,,0.428
2026-05-09 09:23:16.521860,TSLA,,0.127
2026-05-09 09:23:18.118263,AMZN,,0.02
2026-05-09 09:23:19.650390,MSFT,,0.097
2026-05-09 09:23:21.222916,GOOGL,,0.245
2026-05-09 09:23:22.825406,NFLX,,0.041
2026-05-09 09:23:24.470614,META,,0.104
2026-05-09 09:23:26.029725,NVDA,,-0.026
2026-05-09 09:26:46.387314,AAPL,,0.303
2026-05-09 09:26:48.109878,TSLA,,0.295
2026-05-09 09:26:49.592543,AMZN,,0.159
2026-05-09 09:26:51.334450,MSFT,,0.058
2026-05-09 09:26:53.266354,GOOGL,,0.216
2026-05-09 09:26:54.695817,NFLX,,0.084
2026-05-09 09:26:56.751000,META,,0.143
2026-05-09 09:26:58.432645,NVDA,,0.005
2026-05-09 09:28:34.512727,AAPL,,0.303
2026-05-09 09:28:34.533977,TSLA,,0.295
2026-05-09 09:28:34.553021,AMZN,,0.159
2026-05-09 09:28:34.569640,MSFT,,0.058
2026-05-09 09:28:34.586953,GOOGL,,0.216
2026-05-09 09:28:34.601389,NFLX,,0.084
2026-05-09 09:28:34.614177,META,,0.143
2026-05-09 09:28:34.626840,NVDA,,0.005
2026-05-09 09:28:35.531225,AAPL,,0.303
2026-05-09 09:28:35.547602,TSLA,,0.295
2026-05-09 09:28:35.562575,AMZN,,0.159
2026-05-09 09:28:35.577178,MSFT,,0.058
2026-05-09 09:28:35.589463,GOOGL,,0.216
2026-05-09 09:28:35.601189,NFLX,,0.084
2026-05-09 09:28:35.613015,META,,0.143
2026-05-09 09:28:35.625688,NVDA,,0.005
2026-05-09 09:30:45.258426,AAPL,,0.303
2026-05-09 09:30:46.785791,TSLA,,0.295
2026-05-09 09:30:48.627036,AMZN,,0.159
2026-05-09 09:30:50.269301,MSFT,,0.058
2026-05-09 09:30:52.095664,GOOGL,,0.216
2026-05-09 09:30:53.488824,NFLX,,0.084
2026-05-09 09:30:55.652249,META,,0.143
2026-05-09 09:30:57.384328,NVDA,,0.005
2026-05-09 09:33:25.723409,AAPL,,0.303
2026-05-09 09:33:27.621844,TSLA,,0.295
2026-05-09 09:33:29.073717,AMZN,,0.159
2026-05-09 09:33:30.815563,MSFT,,0.058
2026-05-09 09:33:32.464063,GOOGL,,0.216
2026-05-09 09:33:33.791825,NFLX,,0.084
2026-05-09 09:33:35.486279,META,,0.143
2026-05-09 09:33:37.325360,NVDA,,0.005
2026-05-09 09:33:50.354528,AAPL,,0.303
2026-05-09 09:33:50.356055,TSLA,,0.295
2026-05-09 09:33:50.357504,AMZN,,0.159
2026-05-09 09:33:50.359182,MSFT,,0.058
2026-05-09 09:33:50.360459,GOOGL,,0.216
2026-05-09 09:33:50.361824,NFLX,,0.084
2026-05-09 09:33:50.363027,META,,0.143
2026-05-09 09:33:50.364219,NVDA,,0.005
2026-05-09 09:49:24.257866,AAPL,,0.169
2026-05-09 09:49:25.672508,TSLA,,0.295
2026-05-09 09:49:27.209800,AMZN,,0.159
2026-05-09 09:49:28.844878,MSFT,,0.058
2026-05-09 09:49:30.377042,GOOGL,,0.034
2026-05-09 09:49:31.875681,NFLX,,0.084
2026-05-09 09:49:33.455967,META,,0.143
2026-05-09 09:49:35.099422,NVDA,,0.005
